icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,date,datetime_x,tempmax_x,tempmin_x,humidity_x,conditions_x,description_x,datetime_y,tempmax_y,tempmin_y,humidity_y,conditions_y,description_y
ad0074,1609669885,KBOS,1609672452,KJFK,JBU6109 ,293.0,85.0,1943,26,0,1,2021-01-03,,,,,,,,,,,,
a968df,1609654606,KSFO,1609672349,KJFK,DAL300  ,410.0,80.0,2564,26,0,1,2021-01-03,,,,,,,,,,,,
a9acb8,1609655821,KSEA,1609672227,KJFK,DAL520  ,953.0,89.0,2155,3,2,1,2021-01-03,,,,,,,,,,,,
ac382e,1609657303,KPHX,1609672002,KJFK,DAL545  ,816.0,79.0,2564,18,1,1,2021-01-03,,,,,,,,,,,,
ab4840,1609668251,Unknown,1609671527,KJFK,DAL157  ,1636.0,115.0,2952,41,0,1,2021-01-03,,,,,,,,,,,,
a4462e,1609658268,Unknown,1609671119,KJFK,DAL1984 ,1636.0,115.0,2372,18,0,1,2021-01-03,,,,,,,,,,,,
aa1a16,1609654048,KLAX,1609670331,KJFK,AAL4    ,647.0,15.0,2368,18,2,1,2021-01-03,,,,,,,,,,,,
a0563b,1609667017,Unknown,1609670174,KJFK,DAL217  ,1636.0,115.0,2163,18,0,1,2021-01-03,,,,,,,,,,,,
a0f4a2,1609652464,SKBO,1609669947,KJFK,DAL254  ,4724.0,438.0,2663,26,2,1,2021-01-03,,,,,,,,,,,,
ad2095,1609651924,KSFO,1609669670,KJFK,JBU1616 ,440.0,87.0,2204,18,0,1,2021-01-03,,,,,,,,,,,,
a69894,1609652275,KSMF,1609669451,KJFK,JBU162  ,1400.0,23.0,2105,11,6,1,2021-01-03,,,,,,,,,,,,
71c252,1609661940,KMIA,1609669309,KJFK,KAL8251 ,1004.0,73.0,2171,11,1,1,2021-01-03,,,,,,,,,,,,
ad27f3,1609651715,KLAX,1609669192,KJFK,JBU1424 ,1805.0,83.0,2306,18,4,1,2021-01-03,,,,,,,,,,,,
ad734a,1609654266,KPHX,1609669056,KJFK,JBU136  ,816.0,71.0,2132,3,1,1,2021-01-03,,,,,,,,,,,,
a1a0c4,1609620081,KJFK,1609668202,KJFK,JBU1770 ,2103.0,209.0,2062,11,0,1,2021-01-03,,,,,,,,,,,,
a790b3,1609664630,Unknown,1609668074,KJFK,JBU110  ,1636.0,115.0,2354,26,0,1,2021-01-03,,,,,,,,,,,,
7380c2,1609627517,LLBG,1609667854,KJFK,ELY001  ,5692.0,446.0,2725,41,1,1,2021-01-03,,,,,,,,,,,,
a561fd,1609645189,PANC,1609667359,KJFK,GTI555  ,1709.0,296.0,2156,11,7,1,2021-01-03,,,,,,,,,,,,
a4b0bb,1609626314,LLBG,1609667166,KJFK,DAL235  ,3314.0,141.0,3038,26,1,1,2021-01-03,,,,,,,,,,,,
ad8fa4,1609654188,TJSJ,1609667052,KJFK,JBU1904 ,3104.0,378.0,2789,34,1,1,2021-01-03,,,,,,,,,,,,
ade609,1609662564,Unknown,1609665982,KJFK,JBU236  ,1636.0,115.0,2190,11,0,1,2021-01-03,,,,,,,,,,,,
a3e94e,1609659405,KMKE,1609665147,KJFK,JBU9804 ,4187.0,579.0,2599,26,0,1,2021-01-03,,,,,,,,,,,,
a9f655,1609647257,SKBO,1609664997,KJFK,AVA020  ,3878.0,255.0,2363,3,1,1,2021-01-03,,,,,,,,,,,,
78168f,1609640083,Unknown,1609662293,KJFK,CSN399  ,1636.0,115.0,2782,49,0,2,2021-01-03,,,,,,,,,,,,
4d010b,1609631416,LIMC,1609661549,KJFK,ICV62M  ,908.0,70.0,2809,56,2,2,2021-01-03,,,,,,,,,,,,
a52e5b,1609654203,KILN,1609658284,KJFK,ATN3429 ,6013.0,700.0,1321,11,4,1,2021-01-03,,,,,,,,,,,,
a98aff,1609648361,KAFW,1609657348,KJFK,ATN3212 ,884.0,37.0,1169,3,12,1,2021-01-03,,,,,,,,,,,,
aa457b,1609652237,OA16,1609656645,KJFK,CKS1305 ,6979.0,1960.0,2760,49,0,2,2021-01-03,,,,,,,,,,,,
ac89f7,1609651950,Unknown,1609655488,KJFK,JBU1310 ,1636.0,115.0,2964,49,0,2,2021-01-03,,,,,,,,,,,,
adf128,1609641415,TJSJ,1609654806,KJFK,JBU4    ,3497.0,408.0,2755,41,1,2,2021-01-03,,,,,,,,,,,,
a68a98,1609639710,Unknown,1609653097,KJFK,TAI566  ,1636.0,115.0,2771,49,0,2,2021-01-03,,,,,,,,,,,,
a5c99e,1609646370,KORD,1609651811,KJFK,GTI8679 ,2093.0,138.0,1615,26,1,1,2021-01-03,,,,,,,,,,,,
aacaa5,1609643085,KMIA,1609650610,KJFK,AAL1357 ,2156.0,127.0,3714,102,1,2,2021-01-03,,,,,,,,,,,,
a6a00b,1609643851,KMCO,1609650465,KJFK,JBU884  ,7773.0,999.0,2702,49,0,2,2021-01-03,,,,,,,,,,,,
a30c8e,1609644834,KORD,1609650340,KJFK,JBU2906 ,1073.0,21.0,4004,117,0,2,2021-01-03,,,,,,,,,,,,
4d0114,1609628287,PANC,1609649969,KJFK,CLX57K  ,1626.0,281.0,1160,3,7,1,2021-01-03,,,,,,,,,,,,
ab63d7,1609637094,Unknown,1609648737,KJFK,DAL789  ,1636.0,115.0,1212,3,0,1,2021-01-03,,,,,,,,,,,,
ab5365,1609643230,KATL,1609648576,KJFK,DAL426  ,1420.0,152.0,1147,3,1,1,2021-01-03,,,,,,,,,,,,
a7a1e8,1609644945,Unknown,1609647837,KJFK,JBU2336 ,1636.0,115.0,2988,64,0,2,2021-01-03,,,,,,,,,,,,
a71ded,1609637089,KDFW,1609646184,KJFK,JBU610  ,793.0,24.0,2761,49,3,2,2021-01-03,,,,,,,,,,,,
a689b8,1609639869,Unknown,1609646020,KJFK,JBU576  ,1636.0,115.0,2433,34,0,1,2021-01-03,,,,,,,,,,,,
ad7ab8,1609628648,KLAX,1609645735,KJFK,JBU1724 ,617.0,30.0,2772,41,2,2,2021-01-03,,,,,,,,,,,,
aaf111,1609632576,TJSJ,1609645198,KJFK,DAL1853 ,3580.0,431.0,1204,3,1,1,2021-01-03,,,,,,,,,,,,
0c20a4,1609629490,MPTO,1609645039,KJFK,CMP804  ,7357.0,797.0,2469,26,0,1,2021-01-03,,,,,,,,,,,,
ac78b0,1609640917,KDTW,1609644862,KJFK,EDV5223 ,1793.0,359.0,1289,18,1,1,2021-01-03,,,,,,,,,,,,
a3dffe,1609637128,KFLL,1609644596,KJFK,DAL1379 ,2979.0,370.0,1428,11,2,1,2021-01-03,,,,,,,,,,,,
a39ac7,1609637266,KTPA,1609644363,KJFK,DAL1373 ,3939.0,540.0,1169,3,3,1,2021-01-03,,,,,,,,,,,,
ad2baa,1609612208,KJFK,1609644289,KJFK,JBU851  ,1573.0,247.0,2713,41,0,2,2021-01-03,,,,,,,,,,,,
a418b2,1609636214,KMIA,1609643968,KJFK,DAL1521 ,2090.0,134.0,941,19,1,1,2021-01-03,,,,,,,,,,,,
ac5bf6,1609640643,Unknown,1609643657,KJFK,DAL1855 ,1636.0,115.0,847,34,0,1,2021-01-03,,,,,,,,,,,,
abe1c2,1609640701,Unknown,1609643456,KJFK,DAL1908 ,1636.0,115.0,1595,26,0,1,2021-01-03,,,,,,,,,,,,
aa7c64,1609609507,KJFK,1609643039,KJFK,JBU1112 ,1815.0,361.0,3049,64,0,2,2021-01-03,,,,,,,,,,,,
a6b4f7,1609635166,KRSW,1609642943,KJFK,JBU1730 ,1137.0,74.0,2710,49,3,2,2021-01-03,,,,,,,,,,,,
a066a3,1609635374,KMSP,1609642876,KJFK,DAL1011 ,2274.0,200.0,1246,3,2,1,2021-01-03,,,,,,,,,,,,
a960a9,1609639519,Unknown,1609642614,KJFK,EALP662 ,1636.0,115.0,2869,64,0,2,2021-01-03,,,,,,,,,,,,
a8b48f,1609597634,KJFK,1609642378,KJFK,DAL1874 ,2108.0,361.0,1199,3,0,1,2021-01-03,,,,,,,,,,,,
a777bf,1609634497,KMIA,1609642106,KJFK,AAL243  ,2384.0,119.0,3630,87,1,2,2021-01-03,,,,,,,,,,,,
a44d85,1609635245,Unknown,1609641919,KJFK,DAL1340 ,1636.0,115.0,1323,11,0,1,2021-01-03,,,,,,,,,,,,
a17063,1609639445,KBOS,1609641774,KJFK,JBU2017 ,979.0,222.0,3734,110,0,2,2021-01-03,,,,,,,,,,,,
a716f6,1609633140,Unknown,1609641715,KJFK,DAL606  ,1636.0,115.0,1174,3,0,1,2021-01-03,,,,,,,,,,,,
a8dc10,1609627847,Unknown,1609640779,KJFK,DAL1567 ,1636.0,115.0,1204,3,0,1,2021-01-03,,,,,,,,,,,,
ad8bed,1609603003,KJFK,1609640663,KJFK,JBU1858 ,1679.0,270.0,2787,49,0,2,2021-01-03,,,,,,,,,,,,
a1286c,1609624145,KLAX,1609640636,KJFK,DAL323  ,1472.0,15.0,1207,11,2,1,2021-01-03,,,,,,,,,,,,
06a0e5,1609591368,OTHH,1609640509,KJFK,QTR705  ,1081.0,56.0,2782,56,1,2,2021-01-03,,,,,,,,,,,,
a90ea8,1609631695,Unknown,1609640450,KJFK,DAL620  ,1636.0,115.0,913,11,0,1,2021-01-03,,,,,,,,,,,,
a95dba,1609622631,KSFO,1609640262,KJFK,DAL301  ,189.0,87.0,856,19,0,1,2021-01-03,,,,,,,,,,,,
adbaca,1609622411,KSFO,1609640094,KJFK,JBU416  ,203.0,80.0,3775,110,0,2,2021-01-03,,,,,,,,,,,,
a22ac6,1609637293,KBOS,1609639768,KJFK,RPA5717 ,856.0,275.0,3012,64,0,2,2021-01-03,,,,,,,,,,,,
a6a1b4,1609631608,KX49,1609639709,KJFK,SCX3022 ,1073.0,1063.0,1323,11,4,1,2021-01-03,,,,,,,,,,,,
a20d0e,1609633762,KORD,1609639666,KJFK,RPA5743 ,1843.0,31.0,2836,64,1,2,2021-01-03,,,,,,,,,,,,
adf4e9,1609636686,Unknown,1609639553,KJFK,JBU2310 ,1636.0,115.0,2848,56,0,2,2021-01-03,,,,,,,,,,,,
adb476,1609624160,KPHX,1609639449,KJFK,AAL2738 ,376.0,71.0,3083,72,1,2,2021-01-03,,,,,,,,,,,,
780a70,1609617325,PANC,1609639288,KJFK,CPA084  ,1547.0,273.0,2978,64,7,2,2021-01-03,,,,,,,,,,,,
ad9e73,1609622228,KSAN,1609639198,KJFK,JBU190  ,1045.0,25.0,2982,64,2,2,2021-01-03,,,,,,,,,,,,
a854d0,1609601020,KJFK,1609639094,KJFK,JBU871  ,2088.0,194.0,2809,56,0,2,2021-01-03,,,,,,,,,,,,
ab048d,1609630462,Unknown,1609639047,KJFK,DAL643  ,1636.0,115.0,1257,3,0,1,2021-01-03,,,,,,,,,,,,
a7858e,1609632131,Unknown,1609638980,KJFK,JBU1284 ,1636.0,115.0,2743,56,0,2,2021-01-03,,,,,,,,,,,,
3c4583,1609610477,EDDF,1609638837,KJFK,BOX350  ,2840.0,4.0,2772,49,2,2,2021-01-03,,,,,,,,,,,,
7380c5,1609632154,Unknown,1609638712,KJFK,ELY021  ,1636.0,115.0,3626,102,0,2,2021-01-03,,,,,,,,,,,,
a96171,1609624248,KPHX,1609638677,KJFK,DAL540  ,620.0,64.0,1205,18,1,1,2021-01-03,,,,,,,,,,,,
a87898,1609630444,KFLL,1609638473,KJFK,JBU2202 ,2385.0,142.0,2843,56,1,2,2021-01-03,,,,,,,,,,,,
a71aad,1609625421,Unknown,1609638384,KJFK,DAL624  ,1636.0,115.0,911,11,0,1,2021-01-03,,,,,,,,,,,,
ac51b2,1609627224,Unknown,1609638173,KJFK,AAL496  ,1636.0,115.0,3729,110,0,2,2021-01-03,,,,,,,,,,,,
acb1f5,1609636364,KJFK,1609637657,KJFK,N917PD  ,10172.0,49.0,10063,3,0,2,2021-01-03,,,,,,,,,,,,
a9704d,1609621932,KLAS,1609637619,KJFK,DAL325  ,753.0,70.0,1170,11,1,1,2021-01-03,,,,,,,,,,,,
a74923,1609629831,Unknown,1609637608,KJFK,JBU1054 ,1636.0,115.0,2809,64,0,2,2021-01-03,,,,,,,,,,,,
a20d01,1609633740,Unknown,1609637494,KJFK,JBU1042 ,1636.0,115.0,2749,56,0,2,2021-01-03,,,,,,,,,,,,
ad7e6f,1609620946,TLPL,1609637337,KJFK,JBU1782 ,13177.0,1458.0,2749,56,0,2,2021-01-03,,,,,,,,,,,,
addadb,1609620441,Unknown,1609637233,KJFK,JBU1562 ,1636.0,115.0,2750,56,0,2,2021-01-03,,,,,,,,,,,,
a96577,1609619314,KSAN,1609636877,KJFK,DAL428  ,1019.0,2.0,2896,72,2,2,2021-01-03,,,,,,,,,,,,
acd650,1609619799,KSEA,1609636555,KJFK,ASA426  ,131.0,43.0,3138,79,3,2,2021-01-03,,,,,,,,,,,,
ac7b1b,1609632541,Unknown,1609636220,KJFK,JBU422  ,1636.0,115.0,2776,56,0,2,2021-01-03,,,,,,,,,,,,
a72b6b,1609624294,Unknown,1609635948,KJFK,JBU847  ,1636.0,115.0,2989,72,0,2,2021-01-03,,,,,,,,,,,,
a7da9c,1609631022,Unknown,1609635845,KJFK,JBU478  ,1636.0,115.0,2770,64,0,2,2021-01-03,,,,,,,,,,,,
a4478d,1609629985,KATL,1609635688,KJFK,DAL429  ,1464.0,174.0,1580,41,2,1,2021-01-03,,,,,,,,,,,,
3444c4,1609607089,LEMD,1609635355,KJFK,IBE6253 ,7231.0,274.0,4214,148,1,2,2021-01-03,,,,,,,,,,,,
a8deb4,1609622543,Unknown,1609635269,KJFK,DAL1886 ,1636.0,115.0,2760,64,0,2,2021-01-03,,,,,,,,,,,,
a14872,1609618517,KLAX,1609635145,KJFK,DAL319  ,1642.0,7.0,2745,64,2,2,2021-01-03,,,,,,,,,,,,
48ae01,1609602698,EPWA,1609634129,KJFK,LOT26   ,2094.0,49.0,2957,72,1,2,2021-01-03,,,,,,,,,,,,
a7456c,1609625233,KTPA,1609634039,KJFK,JBU2926 ,2898.0,441.0,2825,64,3,2,2021-01-03,,,,,,,,,,,,
acb1f5,1609629753,KJFK,1609633991,KJFK,N917PD  ,9716.0,95.0,9745,34,0,2,2021-01-03,,,,,,,,,,,,
ad846f,1609625099,KFLL,1609633948,KJFK,JBU2702 ,2551.0,149.0,2847,64,1,2,2021-01-03,,,,,,,,,,,,
a24aca,1609627985,KATL,1609633821,KJFK,JBU720  ,1755.0,190.0,3735,117,2,2,2021-01-03,,,,,,,,,,,,
a1a3a9,1609616420,Unknown,1609633731,KJFK,JBU1818 ,1636.0,115.0,2837,64,0,2,2021-01-03,,,,,,,,,,,,
ac1951,1609630993,KDCA,1609633637,KJFK,RPA5762 ,1572.0,216.0,2787,72,0,2,2021-01-03,,,,,,,,,,,,
a44969,1609629799,Unknown,1609633599,KJFK,DAL1906 ,1636.0,115.0,1466,26,0,1,2021-01-03,,,,,,,,,,,,
8990d4,1609584938,RCTP,1609633453,KJFK,EVA032  ,4534.0,462.0,2722,56,0,2,2021-01-03,,,,,,,,,,,,
a3cd58,1609627084,KMSN,1609633370,KJFK,DAL9964 ,60.0,3.0,2770,56,3,2,2021-01-03,,,,,,,,,,,,
461f57,1609603386,EFHK,1609633148,KJFK,FIN15   ,3996.0,288.0,4775,186,1,2,2021-01-03,,,,,,,,,,,,
040103,1609632004,Unknown,1609633040,KJFK,ETH512  ,1636.0,115.0,4197,140,0,2,2021-01-03,,,,,,,,,,,,
a8222c,1609601196,KJFK,1609632881,KJFK,JBU2659 ,2317.0,338.0,2787,64,0,2,2021-01-03,,,,,,,,,,,,
485b44,1609606116,EHAM,1609632651,KJFK,KLM643  ,4849.0,3.0,3556,110,0,2,2021-01-03,,,,,,,,,,,,
a36ed2,1609626622,Unknown,1609632547,KJFK,FDX564  ,1636.0,115.0,3767,125,0,2,2021-01-03,,,,,,,,,,,,
ad935b,1609629100,Unknown,1609632059,KJFK,JBU1528 ,1636.0,115.0,3066,72,0,2,2021-01-03,,,,,,,,,,,,
a7a9fb,1609622122,Unknown,1609631927,KJFK,EJA593  ,1636.0,115.0,2987,125,0,1,2021-01-02,,,,,,,,,,,,
ac6364,1609618775,TJSJ,1609631347,KJFK,DAL640  ,3657.0,393.0,3013,125,1,1,2021-01-02,,,,,,,,,,,,
4005bb,1609605159,EGLL,1609631316,KJFK,BAW33K  ,1449.0,10.0,6518,285,2,2,2021-01-02,,,,,,,,,,,,
ac1466,1609626955,Unknown,1609631223,KJFK,DAL1905 ,1636.0,115.0,2236,79,0,1,2021-01-02,,,,,,,,,,,,
a3dc5a,1609627236,Unknown,1609631185,KJFK,EDV4830 ,1636.0,115.0,5324,217,0,2,2021-01-02,,,,,,,,,,,,
3965a4,1609604073,LFPG,1609631004,KJFK,AFR010  ,2444.0,2.0,3917,133,2,2,2021-01-02,,,,,,,,,,,,
a790b3,1609628139,Unknown,1609630892,KJFK,JBU2110 ,1636.0,115.0,5107,209,0,2,2021-01-02,,,,,,,,,,,,
a1b449,1609626338,KDTW,1609630449,KJFK,RPA5682 ,2352.0,359.0,4626,178,1,2,2021-01-02,,,,,,,,,,,,
adabfe,1609613220,Unknown,1609630194,KJFK,JBU150  ,1636.0,115.0,3823,125,0,2,2021-01-02,,,,,,,,,,,,
a3a575,1609601550,KJFK,1609629878,KJFK,JBU1381 ,1885.0,178.0,3823,133,0,2,2021-01-02,,,,,,,,,,,,
adc9b6,1609614971,Unknown,1609629663,KJFK,JBU1692 ,1636.0,115.0,3689,117,0,2,2021-01-02,,,,,,,,,,,,
ab4f5d,1609620301,Unknown,1609629489,KJFK,JBU1852 ,1636.0,115.0,3275,95,0,2,2021-01-02,,,,,,,,,,,,
a98219,1609593312,KJFK,1609629422,KJFK,DAL612  ,1710.0,209.0,2280,95,0,1,2021-01-02,,,,,,,,,,,,
abd2e6,1609626132,Unknown,1609629227,KJFK,DAL1933 ,1636.0,115.0,2596,102,0,1,2021-01-02,,,,,,,,,,,,
a3ed7c,1609621261,KMIA,1609629047,KJFK,DAL1327 ,2030.0,134.0,2331,87,1,1,2021-01-02,,,,,,,,,,,,
a7bbe9,1609621117,Unknown,1609628967,KJFK,JBU1532 ,1636.0,115.0,3709,133,0,2,2021-01-02,,,,,,,,,,,,
a3cc82,1609622111,57FA,1609628836,KJFK,DAL2015 ,13595.0,1867.0,2300,87,0,1,2021-01-02,,,,,,,,,,,,
a19dff,1609624804,KRDU,1609628794,KJFK,RPA5604 ,1008.0,126.0,4668,178,1,2,2021-01-02,,,,,,,,,,,,
ad4f72,1609620737,Unknown,1609628673,KJFK,JBU480  ,1636.0,115.0,4196,148,0,2,2021-01-02,,,,,,,,,,,,
020122,1609600483,GMMN,1609628504,KJFK,RAM200N ,1165.0,39.0,4141,148,0,2,2021-01-02,,,,,,,,,,,,
a40d8d,1609620781,KFLL,1609628483,KJFK,DAL1631 ,2808.0,355.0,1931,72,2,1,2021-01-02,,,,,,,,,,,,
ad3cdf,1609625436,Unknown,1609628362,KJFK,JBU1436 ,1636.0,115.0,4444,163,0,2,2021-01-02,,,,,,,,,,,,
a340fc,1609622594,KTYS,1609628189,KJFK,N309CJ  ,219.0,1.0,3072,148,3,1,2021-01-02,,,,,,,,,,,,
ac7a33,1609615815,Unknown,1609627982,KJFK,AAL787  ,1636.0,115.0,4452,171,0,2,2021-01-02,,,,,,,,,,,,
a83108,1609614787,Unknown,1609627870,KJFK,JBU740  ,1636.0,115.0,3129,95,0,2,2021-01-02,,,,,,,,,,,,
ad1cde,1609614625,Unknown,1609627757,KJFK,JBU188  ,1636.0,115.0,3647,125,0,2,2021-01-02,,,,,,,,,,,,
ace063,1609591698,KJFK,1609627618,KJFK,JBU1058 ,1841.0,156.0,3719,125,0,2,2021-01-02,,,,,,,,,,,,
ad8fa4,1609623832,Unknown,1609627506,KJFK,JBU1834 ,1636.0,115.0,4644,171,0,2,2021-01-02,,,,,,,,,,,,
ad56e0,1609614664,TJSJ,1609627374,KJFK,JBU2304 ,3880.0,454.0,4441,171,1,2,2021-01-02,,,,,,,,,,,,
a6e4e4,1609621529,KATL,1609627209,KJFK,DAL422  ,1205.0,190.0,4197,163,2,2,2021-01-02,,,,,,,,,,,,
a997cc,1609615983,KDEN,1609627048,KJFK,DAL875  ,6509.0,440.0,2044,87,6,1,2021-01-02,,,,,,,,,,,,
4ba947,1609590632,Unknown,1609626943,KJFK,THY1    ,1636.0,115.0,3219,102,0,2,2021-01-02,,,,,,,,,,,,
a423d7,1609619400,KTPA,1609626669,KJFK,DAL670  ,3193.0,449.0,4086,156,3,2,2021-01-02,,,,,,,,,,,,
ac50d1,1609596758,KJFK,1609626424,KJFK,DAL1815 ,1958.0,201.0,3221,102,0,2,2021-01-02,,,,,,,,,,,,
a781d7,1609618336,KRSW,1609626228,KJFK,JBU1630 ,424.0,36.0,2750,79,3,2,2021-01-02,,,,,,,,,,,,
aa7082,1609617127,Unknown,1609626037,KJFK,AAL1327 ,1636.0,115.0,4084,163,0,2,2021-01-02,,,,,,,,,,,,
ab9de9,1609621500,Unknown,1609625854,KJFK,DAL1829 ,1636.0,115.0,3934,140,0,2,2021-01-02,,,,,,,,,,,,
ad6f93,1609622013,Unknown,1609625705,KJFK,JBU1056 ,1636.0,115.0,4021,148,0,2,2021-01-02,,,,,,,,,,,,
ab6c08,1609612224,KSLC,1609625569,KJFK,DAL1685 ,3452.0,418.0,4153,163,1,2,2021-01-02,,,,,,,,,,,,
a7de53,1609623107,KBOS,1609625414,KJFK,JBU317  ,921.0,237.0,2787,79,0,2,2021-01-02,,,,,,,,,,,,
a81abe,1609617840,Unknown,1609625196,KJFK,JBU1654 ,1636.0,115.0,4304,178,0,2,2021-01-02,,,,,,,,,,,,
acb679,1609621231,Unknown,1609625103,KJFK,EDV5178 ,1636.0,115.0,3682,148,0,2,2021-01-02,,,,,,,,,,,,
a01f13,1609614512,KAUS,1609624989,KJFK,DAL425  ,2198.0,215.0,4696,194,3,2,2021-01-02,,,,,,,,,,,,
a13391,1609608041,KLAX,1609624893,KJFK,DAL392  ,1459.0,7.0,2002,87,2,1,2021-01-02,,,,,,,,,,,,
aca309,1609594709,KMIA,1609624889,KJFK,AAL978  ,2513.0,89.0,4108,156,1,2,2021-01-02,,,,,,,,,,,,
ac382e,1609621718,Unknown,1609624786,KJFK,DAL1994 ,1636.0,115.0,4179,156,0,2,2021-01-02,,,,,,,,,,,,
a95881,1609602361,PANC,1609624605,KJFK,CKS873  ,2260.0,288.0,5348,247,7,2,2021-01-02,,,,,,,,,,,,
ac7aa9,1609611407,TJSJ,1609624543,KJFK,DAL639  ,3436.0,423.0,2723,72,1,2,2021-01-02,,,,,,,,,,,,
48436f,1609597207,EHAM,1609624331,KJFK,KLM641  ,4733.0,18.0,4331,178,0,2,2021-01-02,,,,,,,,,,,,
a4462e,1609621595,Unknown,1609624253,KJFK,DAL1918 ,1636.0,115.0,2950,102,0,2,2021-01-02,,,,,,,,,,,,
a976c7,1609613917,KAUS,1609624132,KJFK,JBU1094 ,2249.0,238.0,3878,156,3,2,2021-01-02,,,,,,,,,,,,
a3d10f,1609616212,KMSP,1609624045,KJFK,DAL2104 ,1801.0,63.0,3550,133,2,2,2021-01-02,,,,,,,,,,,,
ad1927,1609585371,KJFK,1609623920,KJFK,JBU1682 ,1813.0,308.0,4696,194,0,2,2021-01-02,,,,,,,,,,,,
4c0220,1609589815,LYBE,1609623725,KJFK,ASL500  ,1522.0,103.0,6336,300,1,2,2021-01-02,,,,,,,,,,,,
a84d62,1609620064,Unknown,1609623659,KJFK,JBU2510 ,1636.0,115.0,4655,194,0,2,2021-01-02,,,,,,,,,,,,
a83e86,1609612334,KDEN,1609623531,KJFK,JBU1498 ,7641.0,409.0,4342,178,7,2,2021-01-02,,,,,,,,,,,,
394a0c,1609596058,LFPG,1609623322,KJFK,AFR006  ,1169.0,10.0,5575,255,3,2,2021-01-02,,,,,,,,,,,,
a1b2ee,1609610343,TJSJ,1609623251,KJFK,JBU904  ,2783.0,324.0,4043,171,1,2,2021-01-02,,,,,,,,,,,,
acb1f5,1609621501,KLGA,1609623043,KJFK,N917PD  ,1981.0,153.0,9849,49,0,2,2021-01-02,,,,,,,,,,,,
a30c8e,1609614168,Unknown,1609622963,KJFK,JBU242  ,1636.0,115.0,4712,201,0,2,2021-01-02,,,,,,,,,,,,
a9cecf,1609606368,KLAX,1609622781,KJFK,AAL2    ,689.0,38.0,3898,156,2,2,2021-01-02,,,,,,,,,,,,
a7f2a2,1609597079,KOPF,1609622623,KJFK,VTE611  ,1919.0,73.0,2727,87,2,2,2021-01-02,,,,,,,,,,,,
ac01d3,1609619250,Unknown,1609622167,KJFK,DAL1845 ,1636.0,115.0,2550,125,0,1,2021-01-02,,,,,,,,,,,,
a63864,1609586006,KDSM,1609622008,KJFK,TFF967  ,5722.0,1666.0,2121,102,2,1,2021-01-02,,,,,,,,,,,,
a85119,1609612620,Unknown,1609621680,KJFK,JBU1452 ,1636.0,115.0,4300,186,0,2,2021-01-02,,,,,,,,,,,,
ad734a,1609618504,Unknown,1609621559,KJFK,JBU268  ,1636.0,115.0,3038,110,0,2,2021-01-02,,,,,,,,,,,,
4243de,1609587064,UUEE,1609621374,KJFK,AFL102  ,3185.0,259.0,2777,95,0,2,2021-01-02,,,,,,,,,,,,
a894f2,1609613640,KMCO,1609621248,KJFK,JBU584  ,14085.0,1692.0,2734,95,0,2,2021-01-02,,,,,,,,,,,,
a21fa1,1609618453,KBOS,1609621077,KJFK,RPA5710 ,1041.0,298.0,3516,133,0,2,2021-01-02,,,,,,,,,,,,
ac4963,1609613251,KFLL,1609621002,KJFK,DAL1782 ,6333.0,530.0,1195,41,0,1,2021-01-02,,,,,,,,,,,,
a33666,1609617752,KROC,1609620772,KJFK,JBU485  ,562.0,33.0,3828,163,1,2,2021-01-02,,,,,,,,,,,,
a9acb8,1609603981,KSEA,1609620644,KJFK,DAL320  ,214.0,73.0,1450,72,3,1,2021-01-02,,,,,,,,,,,,
a19910,1609606892,Unknown,1609620552,KJFK,JBU2019 ,1636.0,115.0,3683,156,0,2,2021-01-02,,,,,,,,,,,,
a9d640,1609594683,EGLL,1609620339,KJFK,AAL9710 ,781.0,2.0,4127,178,2,2,2021-01-02,,,,,,,,,,,,
06a1eb,1609592058,LEZG,1609619843,KJFK,QTR8183 ,2468.0,34.0,3343,133,0,2,2021-01-02,,,,,,,,,,,,
4ca5c7,1609594953,EIDW,1609619488,KJFK,EIN105  ,918.0,20.0,2683,95,1,2,2021-01-02,,,,,,,,,,,,
a96c96,1609601136,KSFO,1609618778,KJFK,DAL310  ,425.0,64.0,1502,87,0,1,2021-01-02,,,,,,,,,,,,
ad27f3,1609601646,KLAX,1609618678,KJFK,JBU224  ,682.0,0.0,3293,133,2,2,2021-01-02,,,,,,,,,,,,
a689b8,1609610820,KSRQ,1609618529,KJFK,JBU164  ,623.0,1.0,3455,148,0,2,2021-01-02,,,,,,,,,,,,
a69894,1609609837,KFLL,1609618343,KJFK,JBU1902 ,2758.0,317.0,4150,186,2,2,2021-01-02,,,,,,,,,,,,
aab2bf,1609615620,Unknown,1609618178,KJFK,JBU2836 ,1636.0,115.0,4267,194,0,2,2021-01-02,,,,,,,,,,,,
adf128,1609614482,Unknown,1609618044,KJFK,JBU634  ,1636.0,115.0,3743,163,0,2,2021-01-02,,,,,,,,,,,,
010153,1609580923,Unknown,1609617801,KJFK,MSR985  ,1636.0,115.0,2967,125,0,2,2021-01-02,,,,,,,,,,,,
a9ab07,1609591600,EGLL,1609617590,KJFK,AAL9720 ,780.0,10.0,5103,247,2,2,2021-01-02,,,,,,,,,,,,
