icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,date,datetime_x,tempmax_x,tempmin_x,humidity_x,conditions_x,description_x,datetime_y,tempmax_y,tempmin_y,humidity_y,conditions_y,description_y
a3bd81,1613424391,KDTW,1613428476,KJFK,EDV4785 ,2741.0,618.0,3104,49,0,1,2021-02-15,,,,,,,,,,,,
a79768,1613409774,KSFO,1613428101,KJFK,ASA1022 ,865.0,42.0,3391,56,0,1,2021-02-15,,,,,,,,,,,,
ad846f,1613393202,KJFK,1613427131,KJFK,JBU1058 ,1302.0,148.0,3285,49,0,1,2021-02-15,,,,,,,,,,,,
a6c3ca,1613424631,Unknown,1613426719,KJFK,JBU310  ,1636.0,115.0,2609,11,0,1,2021-02-15,,,,,,,,,,,,
ac1e2d,1613424368,Unknown,1613426584,KJFK,DAL1829 ,1636.0,115.0,3237,49,0,1,2021-02-15,,,,,,,,,,,,
ad9ac9,1613408874,KSFO,1613426472,KJFK,JBU216  ,865.0,42.0,4015,95,0,1,2021-02-15,,,,,,,,,,,,
48436f,1613397849,EHAM,1613426337,KJFK,KLM641  ,1796.0,4.0,3226,49,0,1,2021-02-15,,,,,,,,,,,,
ab03a4,1613423884,Unknown,1613426169,KJFK,DAL1833 ,1636.0,115.0,4335,117,0,1,2021-02-15,,,,,,,,,,,,
ac8217,1613420646,KATL,1613426071,KJFK,DAL422  ,1297.0,159.0,3220,49,1,1,2021-02-15,,,,,,,,,,,,
a988f0,1613414953,KDEN,1613425974,KJFK,DAL875  ,7461.0,523.0,3318,64,7,1,2021-02-15,,,,,,,,,,,,
acdffc,1613414076,TJSJ,1613425849,KJFK,DAL639  ,4509.0,545.0,3280,56,1,1,2021-02-15,,,,,,,,,,,,
ab282b,1613423182,KDCA,1613425714,KJFK,RPA5772 ,683.0,18.0,4292,110,0,1,2021-02-15,,,,,,,,,,,,
a30c8e,1613415999,KDFW,1613425485,KJFK,JBU710  ,1406.0,112.0,3332,56,5,1,2021-02-15,,,,,,,,,,,,
394a06,1613396156,LFPG,1613425270,KJFK,AFR006  ,1713.0,5.0,3110,41,3,1,2021-02-15,,,,,,,,,,,,
a6b42a,1613411201,KORL,1613425127,KJFK,CNS20   ,1972.0,262.0,4497,95,1,1,2021-02-15,,,,,,,,,,,,
a19691,1613422135,KBOS,1613425030,KJFK,RPA5710 ,1393.0,28.0,4383,125,0,1,2021-02-15,,,,,,,,,,,,
a1a458,1613417259,Unknown,1613424961,KJFK,JBU380  ,1636.0,115.0,3363,26,0,1,2021-02-15,,,,,,,,,,,,
a2dda1,1613417194,Unknown,1613424804,KJFK,JBU2154 ,1636.0,115.0,2152,11,0,1,2021-02-15,,,,,,,,,,,,
ac22c5,1613416423,Unknown,1613424674,KJFK,AAL1327 ,1636.0,115.0,3476,34,0,1,2021-02-15,,,,,,,,,,,,
ab7ae4,1613408262,KLAX,1613424533,KJFK,DAL392  ,1648.0,15.0,4083,72,2,1,2021-02-15,,,,,,,,,,,,
acb10a,1613421755,Unknown,1613424472,KJFK,DAL1822 ,1636.0,115.0,2462,3,0,1,2021-02-15,,,,,,,,,,,,
a37335,1613416898,KMSP,1613424358,KJFK,DAL2104 ,1170.0,42.0,3388,64,1,1,2021-02-15,,,,,,,,,,,,
aded77,1613416892,KFLL,1613424266,KJFK,JBU1572 ,751.0,2.0,3547,34,2,1,2021-02-15,,,,,,,,,,,,
4ca74e,1613397660,EIDW,1613423867,KJFK,EIN105  ,1299.0,86.0,2297,11,1,1,2021-02-15,,,,,,,,,,,,
aa944a,1613407340,KLAX,1613423681,KJFK,AAL2    ,715.0,30.0,3892,102,2,1,2021-02-15,,,,,,,,,,,,
ab249e,1613410335,KSLC,1613423587,KJFK,DAL772  ,1718.0,7.0,2994,34,1,1,2021-02-15,,,,,,,,,,,,
ab0463,1613416265,Unknown,1613423472,KJFK,RPA5832 ,1636.0,115.0,3215,49,0,1,2021-02-15,,,,,,,,,,,,
a85887,1613419638,KRDU,1613423164,KJFK,JBU86   ,1372.0,73.0,3226,56,0,1,2021-02-15,,,,,,,,,,,,
aa3417,1613395808,EGLL,1613423070,KJFK,AAL9710 ,1395.0,32.0,3683,49,2,1,2021-02-15,,,,,,,,,,,,
ad935b,1613420760,Unknown,1613422894,KJFK,JBU268  ,1636.0,115.0,3914,56,0,1,2021-02-15,,,,,,,,,,,,
ade252,1613420530,Unknown,1613422597,KJFK,JBU736  ,1636.0,115.0,4185,102,0,1,2021-02-15,,,,,,,,,,,,
a43f3c,1613415183,KRSW,1613422349,KJFK,DAL1396 ,838.0,59.0,4090,102,3,1,2021-02-15,,,,,,,,,,,,
aa4252,1613414311,Unknown,1613422212,KJFK,JBU1452 ,1636.0,115.0,2883,3,0,1,2021-02-15,,,,,,,,,,,,
a790b3,1613413759,KMIA,1613421353,KJFK,JBU2592 ,2097.0,119.0,2720,26,1,1,2021-02-15,,,,,,,,,,,,
4b1920,1613389800,LSZH,1613421142,KJFK,SWR14   ,1457.0,157.0,3809,87,1,1,2021-02-15,,,,,,,,,,,,
a9acb8,1613405070,KSEA,1613421056,KJFK,DAL320  ,1040.0,127.0,2917,34,2,1,2021-02-15,,,,,,,,,,,,
a1d811,1613414823,KORD,1613420473,KJFK,RPA5707 ,1194.0,60.0,2376,3,0,1,2021-02-15,,,,,,,,,,,,
a399b9,1613416566,Unknown,1613420369,KJFK,EDV5178 ,1636.0,115.0,2334,3,0,1,2021-02-15,,,,,,,,,,,,
a1b2ee,1613418303,Unknown,1613420198,KJFK,JBU634  ,1636.0,115.0,4453,95,0,1,2021-02-15,,,,,,,,,,,,
ab649a,1613414861,KATL,1613420128,KJFK,DAL44   ,1199.0,136.0,3334,56,1,1,2021-02-15,,,,,,,,,,,,
a41b66,1613391761,EGNX,1613420006,KJFK,ABX964  ,595.0,24.0,2604,18,0,1,2021-02-15,,,,,,,,,,,,
ad7e6f,1613402657,KLAX,1613419904,KJFK,JBU224  ,620.0,30.0,3548,72,3,1,2021-02-15,,,,,,,,,,,,
aa7439,1613392385,EGLL,1613419658,KJFK,AAL105  ,1374.0,32.0,3893,64,2,1,2021-02-15,,,,,,,,,,,,
a732d9,1613412457,KPIE,1613419226,KJFK,JBU1426 ,8002.0,1314.0,3033,41,3,1,2021-02-15,,,,,,,,,,,,
a10588,1613411760,KBCT,1613418864,KJFK,N165PB  ,5791.0,537.0,3764,49,1,1,2021-02-15,,,,,,,,,,,,
406e10,1613391772,EGLL,1613418745,KJFK,VIR603  ,970.0,17.0,3247,49,3,1,2021-02-15,,,,,,,,,,,,
a98539,1613401729,KSFO,1613418655,KJFK,DAL310  ,477.0,26.0,2416,3,0,1,2021-02-15,,,,,,,,,,,,
a0f4a2,1613402099,KLAX,1613418545,KJFK,DAL324  ,1620.0,30.0,3760,56,2,1,2021-02-15,,,,,,,,,,,,
a68c82,1613401343,KLAX,1613418409,KJFK,SCX3054 ,629.0,30.0,2959,34,2,1,2021-02-15,,,,,,,,,,,,
a24aca,1613412909,KATL,1613418322,KJFK,JBU2820 ,815.0,83.0,2376,3,1,1,2021-02-15,,,,,,,,,,,,
ade9c0,1613415967,Unknown,1613418236,KJFK,JBU2436 ,1636.0,115.0,2629,11,0,1,2021-02-15,,,,,,,,,,,,
06a123,1613368111,OTHH,1613418007,KJFK,QTR8UH  ,1861.0,26.0,3188,49,1,1,2021-02-15,,,,,,,,,,,,
0c20a4,1613402765,MPTO,1613417809,KJFK,CMP874  ,2209.0,416.0,3215,49,0,1,2021-02-15,,,,,,,,,,,,
a2b622,1613410417,KSRQ,1613417538,KJFK,JBU164  ,5722.0,669.0,2215,11,0,1,2021-02-15,,,,,,,,,,,,
a35eb0,1613410156,KMIA,1613417417,KJFK,AAL1184 ,2682.0,127.0,2377,11,1,1,2021-02-15,,,,,,,,,,,,
a1a3a9,1613405296,Unknown,1613417178,KJFK,JBU2019 ,1636.0,115.0,2284,3,0,1,2021-02-15,,,,,,,,,,,,
4005c1,1613389900,EGLL,1613416984,KJFK,BAW173  ,747.0,10.0,3236,49,3,1,2021-02-15,,,,,,,,,,,,
a44d62,1613410427,KMCO,1613416854,KJFK,DAL1065 ,3900.0,306.0,2279,11,0,1,2021-02-15,,,,,,,,,,,,
a6a00b,1613409101,KRSW,1613416299,KJFK,JBU730  ,801.0,36.0,2937,34,3,1,2021-02-15,,,,,,,,,,,,
a456b1,1613413322,KMVY,1613416105,KJFK,N379R   ,739.0,2.0,2827,3,2,1,2021-02-15,,,,,,,,,,,,
a9876e,1613387715,EKBI,1613415878,KJFK,CKS356  ,2180.0,16.0,3311,34,0,1,2021-02-15,,,,,,,,,,,,
a73a47,1613408904,Unknown,1613415646,KJFK,JBU154  ,1636.0,115.0,3099,11,0,1,2021-02-15,,,,,,,,,,,,
abea64,1613412033,Unknown,1613415557,KJFK,RPA5609 ,1636.0,115.0,2404,3,0,1,2021-02-15,,,,,,,,,,,,
a3dbd0,1613410028,KORD,1613415443,KJFK,JBU906  ,1406.0,113.0,2382,3,1,1,2021-02-15,,,,,,,,,,,,
a4350c,1613407690,KMIA,1613415328,KJFK,DAL1795 ,2014.0,96.0,2599,18,1,1,2021-02-15,,,,,,,,,,,,
8964a8,1613365355,OMDB,1613415143,KJFK,UAE201  ,1174.0,18.0,4178,110,0,1,2021-02-15,,,,,,,,,,,,
4caa33,1613380276,LIRF,1613415068,KJFK,AZA60U  ,1740.0,3.0,3104,41,0,1,2021-02-15,,,,,,,,,,,,
a3e9c5,1613408295,KMCF,1613414997,KJFK,DAL1794 ,7296.0,948.0,2312,3,3,1,2021-02-15,,,,,,,,,,,,
a8d224,1613411282,KRDU,1613414669,KJFK,EDV4893 ,1271.0,103.0,2756,26,0,1,2021-02-15,,,,,,,,,,,,
a1a0a1,1613412276,Unknown,1613414414,KJFK,JBU510  ,1636.0,115.0,2152,19,0,1,2021-02-15,,,,,,,,,,,,
a3c246,1613406750,KFLL,1613414181,KJFK,DAL1731 ,751.0,17.0,2358,3,2,1,2021-02-15,,,,,,,,,,,,
a19d0d,1613407447,KMCO,1613414069,KJFK,JBU2884 ,3123.0,374.0,2764,18,0,1,2021-02-15,,,,,,,,,,,,
aca29a,1613406827,Unknown,1613413731,KJFK,JBU560  ,1636.0,115.0,2363,11,0,1,2021-02-15,,,,,,,,,,,,
4cc3ee,1613382874,EDDF,1613413541,KJFK,ABD307  ,1328.0,149.0,2584,18,1,1,2021-02-15,,,,,,,,,,,,
ad5329,1613401537,TJSJ,1613413408,KJFK,JBU1804 ,4648.0,545.0,3177,41,1,1,2021-02-15,,,,,,,,,,,,
a32ef8,1613409715,Unknown,1613413303,KJFK,JBU1274 ,1636.0,115.0,2466,3,0,1,2021-02-15,,,,,,,,,,,,
a3d10f,1613406702,TXKF,1613413226,KJFK,DAL616  ,840.0,79.0,2629,11,0,1,2021-02-15,,,,,,,,,,,,
a11d47,1613383202,LEMD,1613413119,KJFK,DAL3337 ,3369.0,167.0,2544,3,1,1,2021-02-15,,,,,,,,,,,,
a39089,1613409195,KDTW,1613413035,KJFK,JBU920  ,4618.0,542.0,3182,49,0,1,2021-02-15,,,,,,,,,,,,
ad4804,1613409602,Unknown,1613412952,KJFK,JBU2536 ,1636.0,115.0,2809,11,0,1,2021-02-15,,,,,,,,,,,,
abb775,1613380218,LIMC,1613412824,KJFK,DAL3465 ,1489.0,218.0,2718,11,2,1,2021-02-15,,,,,,,,,,,,
a1c1c7,1613408691,Unknown,1613412523,KJFK,RPA5797 ,1636.0,115.0,2400,3,0,1,2021-02-15,,,,,,,,,,,,
0c6030,1613405311,Unknown,1613412328,KJFK,BWA015  ,1636.0,115.0,3091,3,0,1,2021-02-15,,,,,,,,,,,,
780561,1613363716,Unknown,1613412068,KJFK,CES587  ,1636.0,115.0,2589,3,0,1,2021-02-15,,,,,,,,,,,,
a913bd,1613403611,Unknown,1613411992,KJFK,TAI576  ,1636.0,115.0,2274,11,0,1,2021-02-15,,,,,,,,,,,,
ab6fbf,1613383064,EGLL,1613411871,KJFK,DAL2    ,691.0,40.0,2397,3,3,1,2021-02-15,,,,,,,,,,,,
a87c4f,1613408120,Unknown,1613411783,KJFK,JBU678  ,1636.0,115.0,2377,11,0,1,2021-02-15,,,,,,,,,,,,
a4b470,1613382878,EHAM,1613411613,KJFK,DAL49   ,898.0,57.0,3096,34,0,1,2021-02-15,,,,,,,,,,,,
ab35d3,1613381714,LFPG,1613411522,KJFK,DAL263  ,2017.0,28.0,3472,26,2,1,2021-02-15,,,,,,,,,,,,
aaea8c,1613385279,EIDW,1613410841,KJFK,DAL3463 ,832.0,71.0,2278,19,1,1,2021-02-15,,,,,,,,,,,,
780a70,1613388019,PANC,1613410288,KJFK,CPA098  ,2670.0,159.0,2736,11,7,1,2021-02-15,,,,,,,,,,,,
0d08ef,1613396079,MMMX,1613409337,KJFK,AMX408  ,3650.0,162.0,2401,11,0,1,2021-02-15,,,,,,,,,,,,
a19910,1613401500,KFLL,1613409052,KJFK,JBU2302 ,700.0,25.0,2387,3,2,1,2021-02-15,,,,,,,,,,,,
a09961,1613404771,KDTW,1613408718,KJFK,EDV5223 ,3041.0,542.0,2202,3,0,1,2021-02-15,,,,,,,,,,,,
aa1dd4,1613391030,SKBO,1613408201,KJFK,AVA210  ,2628.0,49.0,2589,3,1,1,2021-02-15,,,,,,,,,,,,
a3a9d2,1613400183,KMIA,1613407586,KJFK,TPA4144 ,1244.0,73.0,2386,19,1,1,2021-02-15,,,,,,,,,,,,
780f39,1613358637,Unknown,1613406761,KJFK,CES7257 ,1636.0,115.0,2579,3,0,1,2021-02-15,,,,,,,,,,,,
a7bfa0,1613399168,KMIA,1613406587,KJFK,JBU2292 ,2041.0,96.0,3088,34,1,1,2021-02-15,,,,,,,,,,,,
aa305f,1613398504,KMIA,1613405708,KJFK,AAL1140 ,2673.0,81.0,4346,72,1,1,2021-02-15,,,,,,,,,,,,
a1a435,1613396550,KFLL,1613403880,KJFK,JBU402  ,807.0,25.0,3059,34,2,1,2021-02-15,,,,,,,,,,,,
a48a8f,1613398411,KATL,1613403808,KJFK,DAL397  ,737.0,37.0,2555,11,1,1,2021-02-15,,,,,,,,,,,,
71c383,1613354605,RKSI,1613402932,KJFK,AAR222  ,3178.0,526.0,2579,3,0,1,2021-02-15,,,,,,,,,,,,
aae9a3,1613390971,TJSJ,1613402720,KJFK,DAL1854 ,3336.0,484.0,2335,26,1,1,2021-02-15,,,,,,,,,,,,
acb963,1613399142,KJFK,1613401292,KJFK,N919PD  ,9438.0,34.0,10778,3,0,2,2021-02-15,,,,,,,,,,,,
4bb150,1613361861,LTBA,1613400864,KJFK,THY6363 ,1497.0,80.0,2628,3,0,1,2021-02-15,,,,,,,,,,,,
a4278e,1613393264,KMIA,1613400766,KJFK,DAL1750 ,2016.0,104.0,2359,11,1,1,2021-02-15,,,,,,,,,,,,
71c008,1613351509,RKSI,1613400594,KJFK,KAL081  ,2981.0,480.0,2991,26,0,1,2021-02-15,,,,,,,,,,,,
ad734a,1613393684,KMCO,1613400179,KJFK,JBU1084 ,3869.0,466.0,2460,11,0,1,2021-02-15,,,,,,,,,,,,
867f8a,1613355857,RJTT,1613399996,KJFK,JAL6    ,3951.0,560.0,3020,26,0,1,2021-02-15,,,,,,,,,,,,
abb2d5,1613397156,Unknown,1613399231,KJFK,DAL1993 ,1636.0,115.0,2397,19,0,1,2021-02-15,,,,,,,,,,,,
a446aa,1613392493,KMCO,1613398769,KJFK,DAL2126 ,3912.0,313.0,3182,34,0,1,2021-02-15,,,,,,,,,,,,
abde0b,1613396311,Unknown,1613398647,KJFK,DAL1942 ,1636.0,115.0,2963,18,0,1,2021-02-15,,,,,,,,,,,,
a43c7a,1613391150,KFLL,1613398419,KJFK,DAL779  ,869.0,17.0,2145,42,2,1,2021-02-15,,,,,,,,,,,,
4cc52a,1613370177,EBLG,1613398084,KJFK,SVA901  ,2162.0,96.0,3280,18,0,1,2021-02-15,,,,,,,,,,,,
a44d3f,1613391090,KMCF,1613397658,KJFK,DAL2111 ,8261.0,978.0,2579,3,4,1,2021-02-15,,,,,,,,,,,,
86953e,1613352770,RJTT,1613397168,KJFK,ANA110  ,3845.0,545.0,2599,3,0,1,2021-02-15,,,,,,,,,,,,
78076d,1613359035,Unknown,1613396999,KJFK,CCA591  ,1636.0,115.0,2387,19,0,1,2021-02-15,,,,,,,,,,,,
780bb8,1613374263,PANC,1613396809,KJFK,CAO1019 ,2783.0,266.0,2381,19,7,1,2021-02-15,,,,,,,,,,,,
a2b26b,1613393737,KBOS,1613396532,KJFK,JBU1117 ,1657.0,54.0,3398,49,0,1,2021-02-15,,,,,,,,,,,,
a6587b,1613383688,TJSJ,1613396317,KJFK,JBU2304 ,3161.0,408.0,2943,26,1,1,2021-02-15,,,,,,,,,,,,
71c046,1613373323,PANC,1613396174,KJFK,KAL249  ,3387.0,235.0,2619,3,9,1,2021-02-15,,,,,,,,,,,,
a1a0c4,1613389448,Unknown,1613395199,KJFK,JBU410  ,1636.0,115.0,2958,26,0,1,2021-02-15,,,,,,,,,,,,
899100,1613371743,PANC,1613394250,KJFK,CAL5322 ,2350.0,144.0,2163,26,7,1,2021-02-15,,,,,,,,,,,,
abea64,1613391047,KBUF,1613394132,KJFK,RPA5761 ,643.0,0.0,2739,11,2,1,2021-02-15,,,,,,,,,,,,
06a10d,1613344156,OTHH,1613393955,KJFK,QTR82P  ,1125.0,4.0,3162,41,1,1,2021-02-15,,,,,,,,,,,,
a399b9,1613391048,KSYR,1613393504,KJFK,EDV4632 ,972.0,46.0,2148,26,1,1,2021-02-15,,,,,,,,,,,,
a1d45a,1613390847,KDCA,1613393323,KJFK,RPA5617 ,654.0,10.0,2329,11,0,1,2021-02-15,,,,,,,,,,,,
a20957,1613390199,KROC,1613393212,KJFK,RPA5615 ,580.0,94.0,2162,34,1,1,2021-02-15,,,,,,,,,,,,
89611a,1613343438,OMDB,1613393055,KJFK,UAE203  ,925.0,11.0,2316,19,0,1,2021-02-15,,,,,,,,,,,,
e48e74,1613358433,SBGR,1613392633,KJFK,TAM8180 ,5874.0,401.0,2367,11,0,1,2021-02-15,,,,,,,,,,,,
a11380,1613375463,SKBO,1613392469,KJFK,DAL254  ,1172.0,18.0,2506,3,2,1,2021-02-15,,,,,,,,,,,,
a30c8e,1613389733,KSYR,1613392259,KJFK,JBU1815 ,1044.0,31.0,3021,26,1,1,2021-02-15,,,,,,,,,,,,
76cce5,1613328857,WSAC,1613392082,KJFK,SIA24   ,3930.0,602.0,3146,41,2,1,2021-02-15,,,,,,,,,,,,
aa7fa1,1613390442,KJFK,1613391939,KJFK,DAL1396 ,1477.0,163.0,3585,64,0,1,2021-02-15,,,,,,,,,,,,
a73690,1613375029,KSMF,1613391853,KJFK,JBU962  ,1361.0,29.0,2311,19,5,1,2021-02-15,,,,,,,,,,,,
ad6f93,1613360286,KJFK,1613391029,KJFK,JBU436  ,1227.0,178.0,2194,26,0,1,2021-02-15,,,,,,,,,,,,
ab0463,1613387787,KBOS,1613390566,KJFK,RPA5729 ,1839.0,115.0,2278,19,0,1,2021-02-15,,,,,,,,,,,,
a3dbd0,1613387311,KBOS,1613389995,KJFK,JBU917  ,2101.0,115.0,4014,95,0,1,2021-02-15,,,,,,,,,,,,
a2b622,1613386536,KBUF,1613389672,KJFK,JBU2101 ,612.0,14.0,2668,26,2,1,2021-02-15,,,,,,,,,,,,
a14104,1613372640,KLAX,1613389457,KJFK,DAL328  ,1620.0,38.0,2559,3,2,1,2021-02-15,,,,,,,,,,,,
aaaa92,1613371242,KLAX,1613387309,KJFK,AAL4    ,633.0,121.0,2431,34,3,1,2021-02-15,,,,,,,,,,,,
a144bb,1613353488,GOBD,1613385793,KJFK,DAL217  ,613.0,25.0,2202,26,0,1,2021-02-15,,,,,,,,,,,,
add734,1613368179,KSFO,1613385418,KJFK,JBU1616 ,362.0,34.0,2736,11,0,1,2021-02-15,,,,,,,,,,,,
ab4840,1613353322,Unknown,1613384846,KJFK,DAL157  ,1636.0,115.0,2718,11,0,1,2021-02-15,,,,,,,,,,,,
a014c9,1613367333,KSFO,1613384429,KJFK,AAL276  ,283.0,49.0,3101,3,0,1,2021-02-15,,,,,,,,,,,,
a43f3c,1613347432,KJFK,1613384339,KJFK,DAL1985 ,1920.0,186.0,2372,19,0,1,2021-02-15,,,,,,,,,,,,
a96bce,1613339579,KMIA,1613384266,KJFK,EAL323  ,2352.0,157.0,2392,34,1,1,2021-02-15,,,,,,,,,,,,
a4c34c,1613340039,LLBG,1613383706,KJFK,DAL3466 ,3781.0,377.0,2985,26,1,1,2021-02-15,,,,,,,,,,,,
add376,1613365613,KLAX,1613382879,KJFK,JBU1424 ,617.0,38.0,2574,3,2,1,2021-02-15,,,,,,,,,,,,
a6a00b,1613364352,SKBO,1613382779,KJFK,JBU2512 ,2349.0,34.0,2325,11,1,1,2021-02-15,,,,,,,,,,,,
a73a47,1613353031,KJFK,1613382627,KJFK,JBU110  ,1375.0,171.0,2594,3,0,1,2021-02-15,,,,,,,,,,,,
a8299a,1613368183,Unknown,1613382179,KJFK,JBU1794 ,1636.0,115.0,2368,11,0,1,2021-02-15,,,,,,,,,,,,
a1a458,1613333249,KJFK,1613381737,KJFK,JBU1770 ,1916.0,209.0,2195,19,0,1,2021-02-15,,,,,,,,,,,,
42449c,1613350883,EBLG,1613379658,KJFK,ELY841  ,1754.0,119.0,2649,11,0,1,2021-02-15,,,,,,,,,,,,
a34e40,1613374885,OA16,1613379466,KJFK,ABX552  ,2636.0,1259.0,3289,49,2,1,2021-02-15,,,,,,,,,,,,
aa2542,1613361985,SKBO,1613379299,KJFK,AVA020  ,2691.0,10.0,2348,11,1,1,2021-02-15,,,,,,,,,,,,
4d0113,1613350287,PANC,1613372811,KJFK,CLX57L  ,1987.0,67.0,2466,34,7,1,2021-02-15,,,,,,,,,,,,
a4f5a7,1613368370,KILN,1613372495,KJFK,ATN3429 ,1540.0,304.0,2968,34,4,1,2021-02-15,,,,,,,,,,,,
71be18,1613347403,PANC,1613369755,KJFK,AAR587  ,2822.0,182.0,2716,19,7,1,2021-02-15,,,,,,,,,,,,
accb2b,1613352763,KSEA,1613368976,KJFK,ASA426  ,369.0,58.0,2438,42,2,1,2021-02-15,,,,,,,,,,,,
a68e4f,1613338528,8TX7,1613368100,KJFK,TAI566  ,11966.0,1214.0,2434,42,1,1,2021-02-15,,,,,,,,,,,,
440a8c,1613339418,EBLG,1613367959,KJFK,TAY010  ,1879.0,103.0,2730,3,0,1,2021-02-15,,,,,,,,,,,,
a057c7,1613363043,KDTW,1613367112,KJFK,DAL1171 ,5874.0,649.0,2353,26,0,1,2021-02-15,,,,,,,,,,,,
ad846f,1613364724,Unknown,1613366967,KJFK,JBU2636 ,1636.0,115.0,3018,19,0,1,2021-02-15,,,,,,,,,,,,
a017c9,1613360838,Unknown,1613366752,KJFK,FDX558  ,1636.0,115.0,2985,18,0,1,2021-02-15,,,,,,,,,,,,
ad935b,1613364077,Unknown,1613366332,KJFK,JBU48   ,1636.0,115.0,2192,42,0,1,2021-02-15,,,,,,,,,,,,
a6bd78,1613358688,Unknown,1613366215,KJFK,VOI894  ,1636.0,115.0,2594,3,0,1,2021-02-15,,,,,,,,,,,,
a19910,1613363167,Unknown,1613365259,KJFK,JBU1310 ,1636.0,115.0,2928,11,0,1,2021-02-15,,,,,,,,,,,,
a9bf4b,1613350987,KSLC,1613364533,KJFK,DAL789  ,5719.0,593.0,2344,19,1,1,2021-02-15,,,,,,,,,,,,
aa4252,1613356808,KMIA,1613364380,KJFK,JBU2492 ,2003.0,81.0,2445,42,1,1,2021-02-15,,,,,,,,,,,,
a8deb4,1613359122,KATL,1613364320,KJFK,DAL426  ,1469.0,37.0,2283,26,0,1,2021-02-15,,,,,,,,,,,,
a85887,1613352398,TJSJ,1613364149,KJFK,JBU104  ,4371.0,530.0,2599,3,1,1,2021-02-15,,,,,,,,,,,,
4ba955,1613325537,LTFM,1613363977,KJFK,THY1    ,12707.0,594.0,2579,3,0,1,2021-02-15,,,,,,,,,,,,
a78cfc,1613357130,KMCO,1613363541,KJFK,JBU1284 ,2802.0,435.0,3204,34,0,1,2021-02-15,,,,,,,,,,,,
ac22c5,1613355334,KMIA,1613363032,KJFK,AAL1357 ,2934.0,149.0,2354,26,1,1,2021-02-15,,,,,,,,,,,,
abd018,1613346190,KLAX,1613362606,KJFK,DAL319  ,1180.0,114.0,2325,26,2,1,2021-02-15,,,,,,,,,,,,
ac8289,1613359714,Unknown,1613361795,KJFK,JBU2110 ,1636.0,115.0,2703,34,0,1,2021-02-15,,,,,,,,,,,,
a03427,1613354178,KPBI,1613361419,KJFK,N112FJ  ,8959.0,832.0,2382,19,1,1,2021-02-15,,,,,,,,,,,,
a9b06f,1613345324,KSEA,1613361111,KJFK,DAL327  ,115.0,89.0,3023,11,3,1,2021-02-15,,,,,,,,,,,,
0c20b4,1613344994,MPTO,1613360849,KJFK,CMP804  ,3586.0,522.0,2922,3,0,1,2021-02-15,,,,,,,,,,,,
a1a3a9,1613353483,KTPA,1613360539,KJFK,JBU2926 ,7929.0,1005.0,2154,42,3,1,2021-02-15,,,,,,,,,,,,
a97639,1613333007,EHAM,1613360447,KJFK,CKS206  ,1631.0,118.0,2682,26,0,1,2021-02-15,,,,,,,,,,,,
a898a9,1613349309,KDEN,1613360216,KJFK,JBU1498 ,6366.0,409.0,2141,42,6,1,2021-02-15,,,,,,,,,,,,
aa8a83,1613351979,KMIA,1613359880,KJFK,AAL243  ,2862.0,149.0,2325,26,1,1,2021-02-15,,,,,,,,,,,,
a3e9c5,1613352907,KMCF,1613359638,KJFK,DAL1373 ,6221.0,1283.0,2330,26,3,1,2021-02-15,,,,,,,,,,,,
a423d7,1613351980,KFLL,1613359499,KJFK,DAL1379 ,700.0,2.0,2194,34,2,1,2021-02-15,,,,,,,,,,,,
a4350c,1613351418,KMIA,1613359063,KJFK,DAL1034 ,2364.0,203.0,2151,34,1,1,2021-02-15,,,,,,,,,,,,
ab03a4,1613351814,KRSW,1613358951,KJFK,DAL1525 ,1924.0,265.0,2579,11,2,1,2021-02-15,,,,,,,,,,,,
acdffc,1613347097,TJSJ,1613358852,KJFK,DAL1853 ,3695.0,454.0,2147,42,1,1,2021-02-15,,,,,,,,,,,,
ad4804,1613350678,KFLL,1613358283,KJFK,JBU2    ,976.0,2.0,2154,49,2,1,2021-02-15,,,,,,,,,,,,
a1c1c7,1613352251,KORD,1613358117,KJFK,RPA5743 ,1073.0,159.0,2339,26,0,1,2021-02-15,,,,,,,,,,,,
ab60e3,1613340996,KLAX,1613357955,KJFK,DAL323  ,1498.0,83.0,2283,34,2,1,2021-02-15,,,,,,,,,,,,
aca29a,1613350440,KPBI,1613357728,KJFK,JBU1054 ,9869.0,718.0,2713,11,0,1,2021-02-15,,,,,,,,,,,,
a2147c,1613350476,Unknown,1613357576,KJFK,RPA5625 ,1636.0,115.0,2150,42,0,1,2021-02-15,,,,,,,,,,,,
a44591,1613351091,KMCO,1613357459,KJFK,DAL1340 ,4144.0,405.0,2799,3,1,1,2021-02-15,,,,,,,,,,,,
a7bbe9,1613349536,KMIA,1613357330,KJFK,JBU2692 ,2298.0,172.0,2353,26,1,1,2021-02-15,,,,,,,,,,,,
a22ab9,1613354343,KBOS,1613357209,KJFK,JBU317  ,1350.0,13.0,2155,42,0,1,2021-02-15,,,,,,,,,,,,
a2dda1,1613351522,KATL,1613357097,KJFK,JBU720  ,965.0,45.0,2579,11,1,1,2021-02-15,,,,,,,,,,,,
